Number,Name,Date,Hour,RecordType,Hurclass,Lat,Lo,Maxwind,Minpress,
AL041854,UNNAMED,18540920,600,  , TS,30.3,96,40,-999,
AL051854,UNNAMED,18541020,0,  , TS,25,67.6,50,-999,
AL051854,UNNAMED,18541020,600,  , TS,25.8,67.6,50,-999,
AL051854,UNNAMED,18541020,1200,  , TS,26.7,67.6,50,-999,
AL051854,UNNAMED,18541020,1800,  , TS,27.6,67.5,50,-999,
AL051854,UNNAMED,18541021,0,  , TS,28.6,67.3,60,-999,
AL051854,UNNAMED,18541021,600,  , TS,29.5,67,60,-999,
AL051854,UNNAMED,18541021,1200,  , TS,30.3,66.6,60,-999,
AL051854,UNNAMED,18541021,1800,  , TS,31.5,65.6,60,-999,
AL051854,UNNAMED,18541022,0,  , TS,32.4,64.3,60,-999,
AL051854,UNNAMED,18541022,600,  , TS,33,62.8,60,-999,
AL051854,UNNAMED,18541022,1200,  , TS,33.5,61,50,-999,
AL051854,UNNAMED,18541022,1800,  , TS,34.2,58.7,50,-999,
AL011855,UNNAMED,18550806,1200,  , HU,22.2,98,90,-999,
AL021855,UNNAMED,18550810,0,  , HU,44,42,90,-999,
AL021855,UNNAMED,18550810,600,  , HU,46,39,90,-999,
AL021855,UNNAMED,18550810,1200,  , HU,48,36,90,-999,
AL021855,UNNAMED,18550810,1800,  , HU,50,32.5,90,-999,
AL021855,UNNAMED,18550811,0,  , HU,52,29,90,-999,
AL021855,UNNAMED,18550811,600,  , HU,54,24,90,-999,
AL031855,UNNAMED,18550811,1200,  , HU,12.5,83,70,-999,
AL041855,UNNAMED,18550824,0,  , TS,12,55.9,50,-999,
AL041855,UNNAMED,18550824,600,  , TS,12,57.1,50,-999,
AL041855,UNNAMED,18550824,1200,  , TS,12.1,58.3,50,-999,
AL041855,UNNAMED,18550824,1800,  , TS,12.3,59.5,50,-999,
AL041855,UNNAMED,18550825,0,  , TS,12.8,60.7,60,-999,
AL041855,UNNAMED,18550825,600,  , TS,13.5,61.9,60,-999,
AL041855,UNNAMED,18550825,1200,  , TS,14.1,62.8,60,-999,
AL041855,UNNAMED,18550825,1800,  , TS,14.8,63.7,60,-999,
AL041855,UNNAMED,18550826,0,  , TS,15.6,64.4,60,-999,
AL041855,UNNAMED,18550826,600,  , TS,16.4,65.4,60,-999,
AL041855,UNNAMED,18550826,1200,  , TS,17.1,66.5,60,-999,
AL041855,UNNAMED,18550826,1800,  , TS,17.7,67.9,60,-999,
AL041855,UNNAMED,18550827,0,  , TS,18.4,69.5,50,997,
AL041855,UNNAMED,18550827,600,  , TS,19.2,71.1,50,-999,
AL041855,UNNAMED,18550827,1200,  , TS,19.5,72.3,40,-999,
AL041855,UNNAMED,18550827,1800,  , TS,19.7,73.6,40,-999,
AL051855,UNNAMED,18550915,0,  , HU,26.7,89.1,70,-999,
AL051855,UNNAMED,18550915,600,  , HU,27.1,89.1,80,-999,
AL051855,UNNAMED,18550915,1200,  , HU,27.5,89.3,90,-999,
AL051855,UNNAMED,18550915,1800,  , HU,28.1,89.4,100,-999,
AL051855,UNNAMED,18550916,0,  , HU,28.8,89.5,110,-999,
AL051855,UNNAMED,18550916,300, L, HU,29.2,89.5,110,-999,
AL051855,UNNAMED,18550916,600,  , HU,29.6,89.5,110,-999,
AL051855,UNNAMED,18550916,1200,  , HU,30.2,89.4,100,-999,
AL051855,UNNAMED,18550916,1800,  , HU,31,89.1,70,-999,
AL051855,UNNAMED,18550917,0,  , TS,32,88.8,50,-999,
AL051855,UNNAMED,18550917,600,  , TS,33,88.3,40,-999,
AL011856,UNNAMED,18560809,0,  , HU,25,83.9,70,-999,
AL011856,UNNAMED,18560809,600,  , HU,25.7,85.1,80,-999,
AL011856,UNNAMED,18560809,1200,  , HU,26.3,86.5,90,-999,
AL011856,UNNAMED,18560809,1800,  , HU,27,87.8,100,-999,
AL011856,UNNAMED,18560810,0,  , HU,27.7,89.1,110,-999,
AL011856,UNNAMED,18560810,600,  , HU,28.2,89.8,120,-999,
AL011856,UNNAMED,18560810,1200,  , HU,28.7,90.5,130,-999,
AL011856,UNNAMED,18560810,1800, L, HU,29.2,91.1,130,934,
AL011856,UNNAMED,18560811,0,  , HU,29.7,91.6,110,-999,
AL011856,UNNAMED,18560811,600,  , HU,30,91.8,80,-999,
AL011856,UNNAMED,18560811,1200,  , TS,30.3,91.9,60,-999,
AL011856,UNNAMED,18560811,1800,  , TS,30.6,91.8,50,-999,
AL011856,UNNAMED,18560812,0,  , TS,30.9,91.6,40,-999,
AL011856,UNNAMED,18560812,600,  , TS,31.3,91,40,-999,
AL021856,UNNAMED,18560813,0,  , HU,12.1,56.1,70,-999,
AL021856,UNNAMED,18560813,600,  , HU,12.1,57.3,70,-999,
AL021856,UNNAMED,18560813,1200,  , HU,12.1,58.5,70,-999,
AL021856,UNNAMED,18560813,1800,  , HU,12.1,60.1,70,-999,
AL021856,UNNAMED,18560814,0,  , HU,12.1,61.8,70,-999,
AL021856,UNNAMED,18560814,600,  , HU,12.1,63.2,70,-999,
AL021856,UNNAMED,18560814,1200,  , HU,12.1,64.5,70,-999,
AL021856,UNNAMED,18560814,1800,  , HU,12.1,65.6,70,-999,
AL031856,UNNAMED,18560819,0,  , TS,32.5,75.5,50,-999,
AL031856,UNNAMED,18560819,600,  , TS,33.8,76,50,-999,
AL031856,UNNAMED,18560819,1100, L, TS,34.8,76.4,50,-999,
AL031856,UNNAMED,18560819,1200,  , TS,35,76.5,50,-999,
AL031856,UNNAMED,18560819,1800,  , TS,36,76.3,50,-999,
AL031856,UNNAMED,18560820,0,  , TS,37,76,50,-999,
AL031856,UNNAMED,18560820,600,  , TS,38,75.3,50,-999,
AL031856,UNNAMED,18560820,1200,  , TS,39,74.3,50,-999,
AL031856,UNNAMED,18560820,1800,  , TS,39.8,73,50,-999,
AL031856,UNNAMED,18560821,0,  , TS,40.4,71.5,50,-999,
AL031856,UNNAMED,18560821,600,  , TS,40.8,69.5,50,-999,
AL031856,UNNAMED,18560821,1200,  , TS,41,67,50,-999,
AL041856,UNNAMED,18560821,1200,  , TS,23,82.5,50,-999,
AL051856,UNNAMED,18560825,0,  , HU,21,69.8,70,-999,
AL051856,UNNAMED,18560825,600,  , HU,21,70.8,70,-999,
AL051856,UNNAMED,18560825,1200,  , HU,21.1,71.9,70,-999,
AL051856,UNNAMED,18560825,1800,  , HU,21.2,72.8,70,-999,
AL051856,UNNAMED,18560826,0,  , HU,21.6,73.9,70,-999,
AL051856,UNNAMED,18560826,600,  , HU,21.7,74.8,70,-999,
AL051856,UNNAMED,18560826,1200,  , HU,22,75.9,80,-999,
AL051856,UNNAMED,18560826,1800,  , HU,22.2,76.6,80,-999,
AL051856,UNNAMED,18560827,0,  , HU,22.4,77.6,80,-999,
AL051856,UNNAMED,18560827,600,  , HU,22.6,78.6,80,-999,
AL051856,UNNAMED,18560827,1200,  , HU,22.7,79.5,90,-999,
AL051856,UNNAMED,18560827,1800,  , HU,22.7,80.6,80,-999,
AL051856,UNNAMED,18560828,0,  , HU,22.9,81.6,80,-999,
AL051856,UNNAMED,18560828,600,  , HU,23,82.9,90,969,
AL051856,UNNAMED,18560828,1200,  , HU,23.2,84,90,-999,
AL051856,UNNAMED,18560828,1800,  , HU,23.6,84.6,90,-999,
AL051856,UNNAMED,18560829,0,  , HU,23.9,85.1,90,-999,
AL051856,UNNAMED,18560829,600,  , HU,24.2,85.6,90,-999,
AL051856,UNNAMED,18560829,1200,  , HU,24.7,86.4,90,-999,
AL051856,UNNAMED,18560829,1800,  , HU,24.9,86.8,90,-999,
AL051856,UNNAMED,18560830,0,  , HU,25.2,87.1,100,-999,
AL051856,UNNAMED,18560830,600,  , HU,25.6,87.3,100,-999,
AL051856,UNNAMED,18560830,1200,  , HU,26.2,87.4,100,-999,
AL051856,UNNAMED,18560830,1800,  , HU,27.5,87.3,100,-999,
AL051856,UNNAMED,18560831,0,  , HU,28.9,86.6,90,-999,
AL051856,UNNAMED,18560831,600, L, HU,30.2,85.9,90,-999,
AL051856,UNNAMED,18560831,1200,  , HU,31.1,84.8,70,-999,
AL051856,UNNAMED,18560831,1800,  , TS,32.2,83.3,60,-999,
AL051856,UNNAMED,18560901,0,  , TS,33,81.6,50,-999,
AL051856,UNNAMED,18560901,600,  , TS,34,79.6,50,-999,
AL051856,UNNAMED,18560901,1200,  , TS,34.7,77.9,50,-999,
AL051856,UNNAMED,18560901,1800,  , TS,35.5,75.3,50,-999,
AL051856,UNNAMED,18560902,0,  , TS,36.3,72.8,50,-999,
AL051856,UNNAMED,18560902,600,  , TS,36.8,70,50,-999,
AL051856,UNNAMED,18560902,1200,  , TS,37.2,67.3,50,-999,
AL051856,UNNAMED,18560902,1800,  , TS,37.7,64.6,50,-999,
AL051856,UNNAMED,18560903,0,  , TS,38.2,61.8,50,-999,
AL051856,UNNAMED,18560903,600,  , TS,38.8,58.6,50,-999,
AL051856,UNNAMED,18560903,1200,  , TS,39,56,50,-999,
AL051856,UNNAMED,18560903,1800,  , TS,39.5,52.3,50,-999,
AL061856,UNNAMED,18560918,0,  , TS,32,48.8,50,-999,
AL061856,UNNAMED,18560918,600,  , TS,32.5,48.9,50,-999,
AL061856,UNNAMED,18560918,1200,  , TS,32.9,49,50,-999,
AL061856,UNNAMED,18560918,1800,  , TS,33.5,49.3,50,-999,
AL061856,UNNAMED,18560919,0,  , TS,34.5,49.8,60,-999,
AL061856,UNNAMED,18560919,600,  , TS,35.2,50.5,60,-999,
AL061856,UNNAMED,18560919,1200,  , HU,35.6,51,70,-999,
AL061856,UNNAMED,18560919,1800,  , HU,35.8,51.4,70,-999,
AL061856,UNNAMED,18560920,0,  , HU,36,51.7,70,-999,
AL061856,UNNAMED,18560920,600,  , HU,36.1,52,70,-999,
AL061856,UNNAMED,18560920,1200,  , HU,36.2,52.3,70,-999,
AL061856,UNNAMED,18560920,1800,  , HU,36.3,52.4,70,-999,
AL061856,UNNAMED,18560921,0,  , TS,36.4,52.5,60,-999,
AL061856,UNNAMED,18560921,600,  , TS,36.5,52.6,60,-999,
AL061856,UNNAMED,18560921,1200,  , TS,36.5,52.7,60,-999,
AL061856,UNNAMED,18560921,1800,  , TS,36.5,52.8,60,-999,
AL061856,UNNAMED,18560922,0,  , TS,36.5,52.9,60,-999,
AL061856,UNNAMED,18560922,600,  , TS,36.5,53,60,-999,
AL061856,UNNAMED,18560922,1200,  , TS,36.5,53,60,-999,
AL061856,UNNAMED,18560922,1800,  , TS,36.5,53,60,-999,
AL011857,UNNAMED,18570630,0,  , TS,34,74.5,50,-999,
AL011857,UNNAMED,18570630,600,  , TS,34.5,73.8,50,-999,
AL011857,UNNAMED,18570630,1200,  , TS,35,72.6,50,-999,
AL011857,UNNAMED,18570630,1800,  , TS,35.2,71.4,50,-999,
AL011857,UNNAMED,18570701,0,  , TS,35.4,70.1,50,-999,
AL011857,UNNAMED,18570701,600,  , TS,35.5,68.9,50,-999,
AL011857,UNNAMED,18570701,1200,  , TS,35.8,67.6,50,-999,
AL011857,UNNAMED,18570701,1800,  , TS,36,66,50,-999,
AL021857,UNNAMED,18570906,1800,  , TS,26.5,73,40,-999,
AL021857,UNNAMED,18570907,0,  , TS,26.7,72.8,40,-999,
AL021857,UNNAMED,18570907,600,  , TS,26.9,72.6,40,-999,
AL021857,UNNAMED,18570907,1200,  , TS,27.2,72.4,50,-999,
AL021857,UNNAMED,18570907,1800,  , TS,27.5,72.3,50,-999,
AL021857,UNNAMED,18570908,0,  , TS,27.7,72.5,50,-999,
AL021857,UNNAMED,18570908,600,  , TS,27.9,72.7,50,-999,
AL021857,UNNAMED,18570908,1200,  , TS,28.1,72.9,60,-999,
AL021857,UNNAMED,18570908,1800,  , TS,28.3,73,60,-999,
AL021857,UNNAMED,18570909,0,  , TS,28.7,73.6,60,-999,
AL021857,UNNAMED,18570909,600,  , HU,29.1,74.2,70,-999,
AL021857,UNNAMED,18570909,1200,  , HU,29.5,74.7,70,-999,
AL021857,UNNAMED,18570909,1800,  , HU,29.9,75.3,70,-999,
AL021857,UNNAMED,18570910,0,  , HU,30.2,75.8,70,-999,
AL021857,UNNAMED,18570910,600,  , HU,30.5,76.2,70,-999,
AL021857,UNNAMED,18570910,1200,  , HU,30.7,76.7,80,-999,
AL021857,UNNAMED,18570910,1800,  , HU,31,77.1,80,-999,
AL021857,UNNAMED,18570911,0,  , HU,31.2,77.4,90,-999,
AL021857,UNNAMED,18570911,600,  , HU,31.5,77.7,90,-999,
AL021857,UNNAMED,18570911,1200,  , HU,31.7,78,90,-999,
AL021857,UNNAMED,18570911,1800,  , HU,32.1,78.2,90,-999,
AL021857,UNNAMED,18570912,0,  , HU,32.3,78.2,90,-999,
AL021857,UNNAMED,18570912,600,  , HU,32.5,78.3,90,-999,
AL021857,UNNAMED,18570912,1200,  , HU,32.8,78.3,90,-999,
AL021857,UNNAMED,18570912,1800,  , HU,33.3,78.3,90,961,
AL021857,UNNAMED,18570913,0, L, HU,33.9,78,90,-999,
AL021857,UNNAMED,18570913,600,  , HU,34.5,77.5,80,-999,
AL021857,UNNAMED,18570913,1200,  , HU,34.9,77.1,70,-999,
AL021857,UNNAMED,18570913,1800,  , TS,35.5,76.5,60,-999,
AL021857,UNNAMED,18570914,0,  , TS,36,76.2,50,-999,
AL021857,UNNAMED,18570914,600,  , TS,36.3,75.8,50,-999,
AL021857,UNNAMED,18570914,1200,  , TS,36.5,74.9,50,-999,
AL021857,UNNAMED,18570914,1800,  , TS,36.8,73.5,60,-999,
AL021857,UNNAMED,18570915,0,  , TS,37.6,71.8,60,-999,
AL021857,UNNAMED,18570915,600,  , HU,38.5,69.8,70,-999,
AL021857,UNNAMED,18570915,1200,  , HU,39.4,67.6,80,-999,
AL021857,UNNAMED,18570915,1800,  , HU,40.3,65.2,80,-999,
AL021857,UNNAMED,18570916,0,  , HU,41.2,61.7,80,-999,
AL021857,UNNAMED,18570916,600,  , HU,42.1,58.9,80,-999,
AL021857,UNNAMED,18570916,1200,  , HU,43,56,80,-999,
AL021857,UNNAMED,18570916,1800,  , HU,44,53,80,-999,
AL021857,UNNAMED,18570917,0,  , HU,45,50,80,-999,
AL021857,UNNAMED,18570917,600,  , HU,46,46,70,-999,
AL021857,UNNAMED,18570917,1200,  , TS,47,42,60,-999,
AL021857,UNNAMED,18570917,1800,  , EX,48,38,50,-999,
AL021857,UNNAMED,18570918,0,  , EX,49,34,40,-999,
AL021857,UNNAMED,18570918,600,  , EX,50,30,40,-999,
AL031857,UNNAMED,18570922,0,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570922,600,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570922,1200,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570922,1800,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570923,0,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570923,600,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570923,1200,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570923,1800,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570924,0,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570924,600,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570924,1200,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570924,1800,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570925,0,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570925,600,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570925,1200,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570925,1800,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570926,0,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570926,600,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570926,1200,  , HU,32.5,73.5,70,-999,
AL031857,UNNAMED,18570926,1800,  , HU,32.5,73.5,70,-999,
AL041857,UNNAMED,18570924,0,  , TS,16,54.7,50,-999,
AL041857,UNNAMED,18570924,600,  , TS,16,56.2,50,-999,
AL041857,UNNAMED,18570924,1200,  , TS,16,57.7,50,-999,
AL041857,UNNAMED,18570924,1800,  , TS,16,59.2,50,-999,
AL041857,UNNAMED,18570925,0,  , TS,16,61.1,60,-999,
AL041857,UNNAMED,18570925,600,  , TS,16,63,60,-999,
AL041857,UNNAMED,18570925,1200,  , TS,16,64.6,60,-999,
AL041857,UNNAMED,18570925,1800,  , TS,16,66.8,60,-999,
AL041857,UNNAMED,18570926,0,  , HU,16,68.5,70,-999,
AL041857,UNNAMED,18570926,600,  , HU,16,70.3,70,-999,
AL041857,UNNAMED,18570926,1200,  , HU,16.1,72.1,70,-999,
AL041857,UNNAMED,18570926,1800,  , HU,16.2,73.9,70,-999,
AL041857,UNNAMED,18570927,0,  , HU,16.6,75.8,80,-999,
AL041857,UNNAMED,18570927,600,  , HU,17,78,80,-999,
AL041857,UNNAMED,18570927,1200,  , HU,17.7,80.1,80,-999,
AL041857,UNNAMED,18570927,1800,  , HU,18.2,81.4,80,-999,
AL041857,UNNAMED,18570928,0,  , HU,19,82.9,90,-999,
AL041857,UNNAMED,18570928,600,  , HU,19.7,84.1,90,-999,
AL041857,UNNAMED,18570928,1200,  , HU,20.2,85.3,90,-999,
AL041857,UNNAMED,18570928,1800,  , HU,21,86.5,90,-999,
AL041857,UNNAMED,18570929,0,  , HU,21.7,87.9,70,-999,
AL041857,UNNAMED,18570929,600,  , TS,22.2,89.4,60,-999,
AL041857,UNNAMED,18570929,1200,  , TS,23,91,60,-999,
AL041857,UNNAMED,18570929,1800,  , TS,23.7,92.6,60,-999,
AL041857,UNNAMED,18570930,0,  , TS,24.4,94.1,50,-999,
AL041857,UNNAMED,18570930,600,  , TS,25.2,95.8,50,-999,
AL041857,UNNAMED,18570930,1000, L, TS,25.8,97,50,-999,
AL041857,UNNAMED,18570930,1200,  , TS,26,97.5,50,-999,
AL041857,UNNAMED,18570930,1800,  , TS,27,99.1,40,-999,
AL011858,UNNAMED,18580612,1200,  , HU,19,85.5,70,-999,
AL021858,UNNAMED,18580805,1200,  , HU,45,40,70,-999,
AL031858,UNNAMED,18580914,0,  , TS,25.2,84.6,60,-999,
AL031858,UNNAMED,18580914,600,  , TS,26,83.9,60,-999,
AL031858,UNNAMED,18580914,1200,  , TS,26.9,83.1,60,-999,
AL031858,UNNAMED,18580914,1500, L, TS,27.6,82.7,60,-999,
AL031858,UNNAMED,18580914,1800,  , TS,27.9,82,50,-999,
AL031858,UNNAMED,18580915,0,  , TS,28.9,80.8,50,-999,
AL031858,UNNAMED,18580915,600,  , TS,30,79.6,60,-999,
AL031858,UNNAMED,18580915,1200,  , HU,31.2,78.5,80,-999,
AL031858,UNNAMED,18580915,1800,  , HU,32.4,77.3,90,-999,
AL031858,UNNAMED,18580916,0,  , HU,34,75.8,90,-999,
AL031858,UNNAMED,18580916,600,  , HU,36,74.6,90,-999,
AL031858,UNNAMED,18580916,1200,  , HU,38.5,73.3,80,-999,
AL031858,UNNAMED,18580916,1700, L, HU,40.9,72.2,80,-999,
AL031858,UNNAMED,18580916,1800, L, HU,41.4,72,70,979,
AL031858,UNNAMED,18580917,0,  , TS,45.5,70,50,-999,
AL031858,UNNAMED,18580917,600,  , TS,50,67,40,-999,
AL041858,UNNAMED,18580917,0,  , HU,18.4,41.4,80,-999,
AL041858,UNNAMED,18580917,600,  , HU,19.2,42.2,80,-999,
AL041858,UNNAMED,18580917,1200,  , HU,20,43,80,-999,
AL041858,UNNAMED,18580917,1800,  , HU,20.7,43.9,80,-999,
AL041858,UNNAMED,18580918,0,  , HU,21.7,45,80,-999,
AL041858,UNNAMED,18580918,600,  , HU,22.7,46,80,-999,
AL041858,UNNAMED,18580918,1200,  , HU,23.5,47,80,-999,
AL041858,UNNAMED,18580918,1800,  , HU,24.2,48.2,80,-999,
AL041858,UNNAMED,18580919,0,  , HU,25.2,49.4,80,-999,
AL041858,UNNAMED,18580919,600,  , HU,26.1,50.7,80,-999,
AL041858,UNNAMED,18580919,1200,  , HU,27,52,80,-999,
AL041858,UNNAMED,18580919,1800,  , HU,28,53.5,80,-999,
AL041858,UNNAMED,18580920,0,  , HU,29.2,55.2,80,-999,
AL041858,UNNAMED,18580920,600,  , HU,30.6,57.1,80,-999,
AL041858,UNNAMED,18580920,1200,  , HU,32,59,80,-999,
AL041858,UNNAMED,18580920,1800,  , HU,33.3,60.6,80,-999,
AL041858,UNNAMED,18580921,0,  , HU,34.5,61.9,80,-999,
AL041858,UNNAMED,18580921,600,  , HU,35.8,63,80,-999,
AL041858,UNNAMED,18580921,1200,  , HU,37,63.6,80,-999,
AL041858,UNNAMED,18580921,1800,  , HU,38,63.8,80,-999,
AL041858,UNNAMED,18580922,0,  , HU,39,63.6,80,-999,
AL041858,UNNAMED,18580922,600,  , HU,40,63.2,80,-999,
AL041858,UNNAMED,18580922,1200,  , HU,41,62.4,80,-999,
AL041858,UNNAMED,18580922,1800,  , HU,42,61.3,80,-999,
AL041858,UNNAMED,18580923,0,  , HU,42.9,59.5,80,-999,
AL041858,UNNAMED,18580923,600,  , HU,43.5,57.6,80,-999,
AL041858,UNNAMED,18580923,1200,  , HU,44,56.1,70,-999,
AL041858,UNNAMED,18580923,1800,  , HU,44.7,54.1,70,-999,
AL041858,UNNAMED,18580924,0,  , TS,45.2,51.8,60,-999,
AL041858,UNNAMED,18580924,600,  , TS,45.7,50,60,-999,
AL041858,UNNAMED,18580924,1200,  , TS,46,48,50,-999,
AL041858,UNNAMED,18580924,1800,  , TS,46.5,45.2,50,-999,
AL051858,UNNAMED,18580922,1200,  , TS,21.9,74,50,-999,
AL051858,UNNAMED,18580922,1800,  , TS,23.2,74,50,-999,
AL051858,UNNAMED,18580923,0,  , TS,24.6,74,60,-999,
AL051858,UNNAMED,18580923,600,  , TS,26.1,74,60,-999,
AL051858,UNNAMED,18580923,1200,  , HU,27.9,74,70,-999,
AL051858,UNNAMED,18580923,1800,  , HU,29.3,74.1,70,-999,
AL051858,UNNAMED,18580924,0,  , HU,30.7,74.1,70,-999,
AL051858,UNNAMED,18580924,600,  , HU,32.2,74,70,-999,
AL051858,UNNAMED,18580924,1200,  , HU,33.3,73.8,80,-999,
AL051858,UNNAMED,18580924,1800,  , HU,33.9,73.7,80,-999,
AL051858,UNNAMED,18580925,0,  , HU,34.5,73.6,80,-999,
AL051858,UNNAMED,18580925,600,  , HU,35.2,73.4,80,-999,
AL051858,UNNAMED,18580925,1200,  , HU,35.9,73.1,80,-999,
AL051858,UNNAMED,18580925,1800,  , HU,36.5,72.6,80,-999,
AL061858,UNNAMED,18581021,0,  , TS,21.5,73.6,50,-999,
AL061858,UNNAMED,18581021,600,  , TS,21.7,73.3,50,-999,
AL061858,UNNAMED,18581021,1200,  , TS,22.1,72.9,60,-999,
AL061858,UNNAMED,18581021,1800,  , TS,22.5,72.5,60,-999,
AL061858,UNNAMED,18581022,0,  , TS,23.1,72.1,60,-999,
AL061858,UNNAMED,18581022,600,  , TS,23.7,71.6,60,-999,
AL061858,UNNAMED,18581022,1200,  , HU,24.2,71.1,70,-999,
AL061858,UNNAMED,18581022,1800,  , HU,25.2,70.6,70,-999,
AL061858,UNNAMED,18581023,0,  , HU,26.1,70,70,-999,
AL061858,UNNAMED,18581023,600,  , HU,27,69.3,70,-999,
AL061858,UNNAMED,18581023,1200,  , HU,28.2,68.5,80,-999,
AL061858,UNNAMED,18581023,1800,  , HU,29.5,67.4,80,-999,
AL061858,UNNAMED,18581024,0,  , HU,31,66.3,90,-999,
AL061858,UNNAMED,18581024,600,  , HU,32.5,65,90,-999,
AL061858,UNNAMED,18581024,1200,  , HU,34,63.7,90,-999,
AL061858,UNNAMED,18581024,1800,  , HU,35.5,62.7,90,-999,
AL061858,UNNAMED,18581025,0,  , HU,37,61.7,80,-999,
AL061858,UNNAMED,18581025,600,  , HU,38.5,60.7,80,-999,
AL061858,UNNAMED,18581025,1200,  , HU,40,59.7,70,-999,
AL061858,UNNAMED,18581025,1800,  , HU,41.2,58.5,70,-999,
AL061858,UNNAMED,18581026,0,  , TS,42.2,57.3,60,-999,
AL061858,UNNAMED,18581026,600,  , TS,43.2,56,60,-999,
AL011859,UNNAMED,18590701,1200,  , HU,21.5,97.5,90,-999,
AL021859,UNNAMED,18590817,0,  , HU,38.5,67,90,-999,
AL021859,UNNAMED,18590817,600,  , HU,39.5,66,90,-999,
AL021859,UNNAMED,18590817,1200,  , HU,40.2,65,90,-999,
AL021859,UNNAMED,18590817,1800,  , HU,40.7,64,90,-999,
AL021859,UNNAMED,18590818,0,  , HU,41,62.9,90,-999,
AL021859,UNNAMED,18590818,600,  , HU,41.4,61.6,90,-999,
AL021859,UNNAMED,18590818,1200,  , HU,41.7,60.2,90,-999,
AL021859,UNNAMED,18590818,1800,  , HU,41.8,59,90,-999,
AL021859,UNNAMED,18590819,0,  , HU,41.9,58,90,-999,
AL021859,UNNAMED,18590819,600,  , HU,42,57.3,90,-999,
AL021859,UNNAMED,18590819,1200,  , HU,42,56.8,90,-999,
AL021859,UNNAMED,18590819,1800,  , HU,42,56.5,90,-999,
AL031859,UNNAMED,18590902,0,  , HU,17.3,59.7,70,-999,
AL031859,UNNAMED,18590902,600,  , HU,17.4,60.7,70,-999,
AL031859,UNNAMED,18590902,1200,  , HU,17.5,61.8,70,-999,
AL031859,UNNAMED,18590902,1800,  , HU,17.5,63,70,-999,
AL031859,UNNAMED,18590903,0,  , HU,17.4,64.1,70,-999,
AL031859,UNNAMED,18590903,600,  , HU,17.3,65.4,70,-999,
AL041859,UNNAMED,18590912,600,  , HU,35.5,57.5,90,-999,
AL041859,UNNAMED,18590912,1200,  , HU,37,54.5,90,-999,
AL041859,UNNAMED,18590912,1800,  , HU,39,52,90,-999,
AL041859,UNNAMED,18590913,0,  , HU,41.5,50,80,-999,
AL041859,UNNAMED,18590913,600,  , HU,43,48.5,80,-999,
AL041859,UNNAMED,18590913,1200,  , HU,45.5,46.5,70,-999,
AL041859,UNNAMED,18590913,1800,  , HU,49,43.5,70,-999,
AL051859,UNNAMED,18590915,0,  , HU,28,89,70,-999,
AL051859,UNNAMED,18590915,600,  , HU,28.5,89,70,-999,
AL051859,UNNAMED,18590915,1200,  , HU,29,88.9,70,-999,
AL051859,UNNAMED,18590915,1800,  , HU,29.6,88.6,70,-999,
AL051859,UNNAMED,18590916,0, L, HU,30.3,88.1,70,-999,
AL051859,UNNAMED,18590916,600,  , TS,31.1,87.5,50,-999,
AL051859,UNNAMED,18590916,1200,  , TS,32,86.8,40,-999,
AL051859,UNNAMED,18590916,1800,  , TS,33.1,84.8,40,-999,
AL051859,UNNAMED,18590917,0,  , TS,34.3,82.5,40,-999,
AL051859,UNNAMED,18590917,600,  , TS,35.6,80,40,-999,
AL051859,UNNAMED,18590917,1200,  , TS,37,77.5,50,-999,
AL051859,UNNAMED,18590917,1800,  , TS,38.5,74.5,60,-999,
AL051859,UNNAMED,18590918,0,  , HU,40,71,70,-999,
AL051859,UNNAMED,18590918,600,  , HU,41.2,66.5,70,-999,
AL051859,UNNAMED,18590918,1200,  , HU,42,61,70,-999,
AL051859,UNNAMED,18590918,1800,  , HU,42.5,55,70,-999,
AL061859,UNNAMED,18591002,0,  , HU,17.5,75.4,80,-999,
AL061859,UNNAMED,18591002,600,  , HU,18.2,75.1,80,-999,
AL061859,UNNAMED,18591002,1200,  , HU,19.1,75,80,-999,
AL061859,UNNAMED,18591002,1800,  , HU,20.1,74.8,80,-999,
AL061859,UNNAMED,18591003,0,  , HU,21.2,74.4,80,-999,
AL061859,UNNAMED,18591003,600,  , HU,22.2,74.1,80,-999,
